time;wx (rad/s);wy (rad/s);wz (rad/s)
0,003700;-0,02;0,04;0,32
0,004269;-0,04;0,06;0,31
0,004465;-0,06;0,08;0,30
0,004625;-0,07;0,09;0,28
0,004758;-0,08;0,10;0,27
0,008376;-0,09;0,10;0,26
0,009268;-0,09;0,11;0,25
0,012301;-0,10;0,11;0,24
0,014244;-0,10;0,11;0,23
0,016201;-0,11;0,10;0,22
0,018181;-0,11;0,12;0,21
0,021053;-0,10;0,14;0,20
0,023206;-0,10;0,16;0,19
0,025610;-0,09;0,18;0,18
0,028326;-0,08;0,20;0,17
0,030459;-0,06;0,21;0,17
0,032756;-0,05;0,22;0,16
0,034894;-0,04;0,23;0,15
0,037418;-0,02;0,25;0,15
0,039523;-0,00;0,26;0,15
0,041886;0,01;0,27;0,15
0,044869;0,03;0,28;0,15
0,046652;0,04;0,29;0,15
0,048932;0,05;0,30;0,16
0,051243;0,06;0,30;0,17
0,053638;0,06;0,31;0,18
0,055918;0,07;0,32;0,19
0,058344;0,07;0,33;0,20
0,061719;0,07;0,33;0,22
0,062556;0,07;0,34;0,23
0,065573;0,07;0,35;0,24
0,067825;0,07;0,35;0,25
0,070180;0,07;0,36;0,26
0,072236;0,06;0,37;0,27
0,074851;0,06;0,37;0,28
0,077145;0,05;0,38;0,28
0,078577;0,05;0,38;0,29
0,081864;0,05;0,38;0,29
0,084110;0,05;0,38;0,29
0,086602;0,05;0,39;0,29
0,088663;0,05;0,39;0,29
0,091057;0,04;0,39;0,28
0,093545;0,05;0,39;0,28
0,100508;0,06;0,39;0,27
0,101141;0,06;0,38;0,26
0,101394;0,07;0,38;0,26
0,103087;0,08;0,38;0,25
0,104904;0,09;0,38;0,24
0,107801;0,10;0,37;0,23
0,110457;0,11;0,37;0,22
0,114768;0,12;0,37;0,22
0,115280;0,13;0,37;0,21
0,116625;0,14;0,36;0,20
0,118465;0,14;0,35;0,20
0,121231;0,15;0,35;0,19
0,123454;0,16;0,35;0,19
0,125902;0,16;0,34;0,20
0,128269;0,16;0,34;0,20
0,130513;0,16;0,34;0,20
0,132948;0,15;0,34;0,21
0,136382;0,14;0,35;0,23
0,138234;0,13;0,34;0,24
0,140047;0,12;0,34;0,25
0,142191;0,10;0,34;0,26
0,144928;0,08;0,34;0,28
0,146836;0,06;0,33;0,28
0,149427;0,04;0,33;0,30
0,151862;0,02;0,32;0,30
0,154085;0,00;0,32;0,31
0,156216;-0,02;0,32;0,31
0,158615;-0,04;0,31;0,31
0,161548;-0,05;0,32;0,31
0,163440;-0,07;0,32;0,31
0,165487;-0,08;0,31;0,31
0,168035;-0,09;0,31;0,30
0,170283;-0,10;0,31;0,29
0,172393;-0,11;0,30;0,29
0,175034;-0,11;0,30;0,28
0,178045;-0,11;0,30;0,27
0,178697;-0,11;0,29;0,26
0,182110;-0,11;0,29;0,25
0,184094;-0,10;0,28;0,23
0,186805;-0,09;0,29;0,22
0,188675;-0,08;0,29;0,21
0,191307;-0,07;0,29;0,19
0,199545;-0,05;0,28;0,17
0,200206;-0,03;0,26;0,16
0,200471;-0,02;0,25;0,14
0,200690;0,01;0,23;0,13
0,202917;0,03;0,22;0,11
0,207737;0,05;0,20;0,09
0,208520;0,07;0,19;0,08
0,209872;0,09;0,18;0,06
0,215384;0,11;0,17;0,05
0,215940;0,13;0,16;0,04
0,216605;0,15;0,15;0,02
0,218952;0,17;0,13;0,01
0,221308;0,18;0,12;0,00
0,223608;0,20;0,11;-0,01
0,225874;0,21;0,11;-0,01
0,228770;0,22;0,09;-0,02
0,230861;0,22;0,09;-0,02
0,233231;0,23;0,08;-0,03
0,236124;0,23;0,07;-0,03
0,237639;0,23;0,07;-0,03
0,240236;0,22;0,06;-0,03
0,242388;0,22;0,05;-0,02
0,244885;0,21;0,05;-0,02
0,246887;0,19;0,04;-0,02
0,249490;0,18;0,04;-0,01
0,251369;0,17;0,04;-0,01
0,254309;0,15;0,04;-0,00
0,256480;0,13;0,04;0,00
0,258791;0,11;0,04;0,01
0,261367;0,08;0,04;0,01
0,263052;0,07;0,05;0,01
0,265993;0,04;0,05;0,01
0,269324;0,03;0,05;0,01
0,270292;0,01;0,05;0,01
0,272886;-0,01;0,06;0,01
0,275254;-0,01;0,06;0,00
0,277503;-0,03;0,07;-0,01
0,278851;-0,04;0,07;-0,02
0,282089;-0,04;0,07;-0,03
0,284382;-0,05;0,08;-0,04
0,286915;-0,05;0,08;-0,05
0,288811;-0,05;0,08;-0,06
0,291569;-0,04;0,09;-0,07
0,299203;-0,04;0,09;-0,08
0,299839;-0,03;0,09;-0,10
0,300116;-0,02;0,09;-0,11
0,300667;-0,01;0,09;-0,12
0,302888;0,00;0,09;-0,13
0,305438;0,01;0,08;-0,14
0,307985;0,03;0,08;-0,15
0,315060;0,04;0,08;-0,16
0,315698;0,05;0,08;-0,16
0,315929;0,06;0,07;-0,16
0,317087;0,07;0,07;-0,16
0,318701;0,07;0,07;-0,16
0,321568;0,07;0,07;-0,15
0,323765;0,08;0,08;-0,14
0,326965;0,08;0,08;-0,13
0,328402;0,08;0,08;-0,12
0,331012;0,07;0,08;-0,11
0,332995;0,07;0,09;-0,09
0,335697;0,06;0,09;-0,08
0,337767;0,06;0,09;-0,06
0,340395;0,05;0,09;-0,05
0,342569;0,04;0,09;-0,04
0,344897;0,03;0,09;-0,02
0,347615;0,02;0,09;-0,01
0,349378;0,01;0,09;-0,01
0,352441;0,00;0,09;0,00
0,353900;-0,01;0,09;0,01
0,356703;-0,02;0,09;0,02
0,358640;-0,02;0,09;0,03
0,361281;-0,03;0,09;0,03
0,363639;-0,04;0,09;0,04
0,365941;-0,04;0,09;0,04
0,368825;-0,05;0,09;0,04
0,370351;-0,05;0,08;0,05
0,372921;-0,06;0,08;0,05
0,375093;-0,06;0,08;0,05
0,377647;-0,06;0,08;0,05
0,378907;-0,06;0,08;0,05
0,382108;-0,06;0,08;0,05
0,384216;-0,06;0,08;0,05
0,387115;-0,06;0,08;0,05
0,389207;-0,06;0,08;0,04
0,391357;-0,06;0,09;0,04
0,398710;-0,06;0,09;0,04
0,399389;-0,06;0,09;0,03
0,399758;-0,05;0,09;0,02
0,400727;-0,05;0,09;0,02
0,403074;-0,05;0,09;0,01
0,405362;-0,04;0,10;0,01
0,407690;-0,04;0,10;0,00
0,410046;-0,03;0,10;0,00
0,412212;-0,02;0,10;-0,00
0,414754;-0,02;0,10;-0,01
0,417472;-0,01;0,10;-0,01
0,419135;-0,01;0,09;-0,01
0,421983;0,00;0,09;-0,01
0,424174;0,01;0,09;-0,01
0,426997;0,02;0,09;-0,00
0,428868;0,02;0,09;-0,00
0,430903;0,03;0,09;0,00
0,432993;0,03;0,10;0,01
0,436050;0,04;0,09;0,01
0,437694;0,04;0,09;0,02
0,440321;0,05;0,09;0,03
0,443814;0,05;0,09;0,04
0,444990;0,05;0,08;0,04
0,447360;0,05;0,07;0,06
0,449540;0,05;0,06;0,06
0,452282;0,05;0,05;0,07
0,454492;0,05;0,05;0,08
0,456534;0,05;0,04;0,09
0,458761;0,04;0,04;0,10
0,461763;0,03;0,03;0,12
0,463421;0,02;0,02;0,13
0,465695;0,02;0,01;0,14
0,468849;0,01;0,01;0,15
0,470326;-0,01;0,00;0,16
0,473152;-0,02;-0,00;0,17
0,475589;-0,02;-0,01;0,18
0,477702;-0,03;-0,01;0,19
0,479268;-0,04;-0,02;0,20
0,482385;-0,05;-0,02;0,20
0,486771;-0,05;-0,03;0,21
0,487333;-0,06;-0,03;0,21
0,489620;-0,06;-0,04;0,21
0,492469;-0,07;-0,05;0,21
0,498236;-0,07;-0,05;0,22
0,498814;-0,07;-0,06;0,22
0,499031;-0,07;-0,07;0,22
0,501364;-0,06;-0,07;0,22
0,503648;-0,06;-0,08;0,22
0,506392;-0,05;-0,08;0,22
0,507909;-0,04;-0,09;0,22
0,510944;-0,04;-0,10;0,22
0,512890;-0,03;-0,10;0,22
0,515655;-0,01;-0,10;0,22
0,519430;-0,00;-0,11;0,22
0,520327;0,01;-0,11;0,22
0,521998;0,02;-0,12;0,22
0,524324;0,03;-0,12;0,22
0,528109;0,04;-0,12;0,22
0,529012;0,05;-0,12;0,22
0,532641;0,06;-0,12;0,22
0,534013;0,07;-0,12;0,23
0,536245;0,08;-0,12;0,23
0,538998;0,09;-0,12;0,23
0,541348;0,09;-0,12;0,24
0,544489;0,10;-0,12;0,24
0,545278;0,11;-0,12;0,24
0,548007;0,11;-0,12;0,25
0,550307;0,11;-0,11;0,25
0,554549;0,11;-0,11;0,26
0,555389;0,11;-0,10;0,26
0,557760;0,10;-0,10;0,27
0,561728;0,10;-0,09;0,28
0,562596;0,09;-0,08;0,28
0,564121;0,08;-0,08;0,29
0,566612;0,07;-0,07;0,29
0,568918;0,06;-0,07;0,29
0,571717;0,05;-0,07;0,30
0,573378;0,04;-0,06;0,30
0,575861;0,03;-0,06;0,30
0,578060;0,02;-0,05;0,29
0,579768;0,01;-0,05;0,29
0,584478;-0,00;-0,04;0,28
0,585142;-0,02;-0,04;0,28
0,587192;-0,02;-0,03;0,27
0,589802;-0,03;-0,02;0,25
0,592738;-0,03;-0,01;0,24
0,598504;-0,04;-0,00;0,23
0,599345;-0,04;0,01;0,21
0,599715;-0,04;0,02;0,19
0,604133;-0,04;0,03;0,17
0,604515;-0,04;0,03;0,15
0,608983;-0,03;0,04;0,13
0,609500;-0,03;0,05;0,11
0,610871;-0,02;0,05;0,09
0,612618;-0,01;0,06;0,07
0,616149;-0,00;0,07;0,05
0,617591;0,01;0,08;0,03
0,620018;0,02;0,12;0,01
0,623282;0,02;0,16;-0,00
0,624822;0,02;0,16;-0,01
0,626966;0,02;0,15;-0,03
0,629833;0,02;0,14;-0,04
0,632045;0,02;0,13;-0,05
0,634429;0,03;0,13;-0,06
0,636402;0,03;0,14;-0,06
0,638565;0,03;0,15;-0,07
0,641632;0,02;0,16;-0,08
0,644571;0,02;0,17;-0,08
0,645390;0,01;0,18;-0,09
0,648141;-0,00;0,19;-0,09
0,650347;-0,01;0,20;-0,10
0,652682;-0,01;0,20;-0,10
0,655403;-0,02;0,21;-0,11
0,657148;-0,03;0,22;-0,12
0,660011;-0,03;0,23;-0,13
0,662751;-0,04;0,23;-0,13
0,665025;-0,05;0,25;-0,14
0,667108;-0,05;0,26;-0,15
0,669636;-0,06;0,27;-0,16
0,671161;-0,06;0,27;-0,17
0,673389;-0,07;0,28;-0,18
0,676527;-0,07;0,29;-0,20
0,678120;-0,07;0,30;-0,21
0,680187;-0,07;0,30;-0,22
0,683139;-0,07;0,30;-0,23
0,685615;-0,07;0,31;-0,24
0,687578;-0,07;0,31;-0,25
0,691091;-0,07;0,32;-0,26
0,696789;-0,07;0,32;-0,27
0,697712;-0,06;0,32;-0,28
0,698017;-0,07;0,33;-0,29
0,699799;-0,06;0,33;-0,30
0,710083;-0,07;0,32;-0,31
0,710718;-0,06;0,32;-0,32
0,710940;-0,06;0,32;-0,33
0,711119;-0,06;0,32;-0,34
0,711282;-0,06;0,32;-0,35
0,713383;-0,05;0,32;-0,36
0,715693;-0,05;0,32;-0,37
0,718170;-0,04;0,33;-0,39
0,719960;-0,05;0,32;-0,40
0,722666;-0,04;0,32;-0,41
0,727114;-0,04;0,32;-0,43
0,728221;-0,04;0,31;-0,44
0,729701;-0,03;0,30;-0,45
0,732775;-0,03;0,29;-0,46
0,734621;-0,03;0,28;-0,47
0,736478;-0,03;0,27;-0,48
0,738826;-0,02;0,27;-0,49
0,741191;-0,02;0,26;-0,49
0,743729;-0,02;0,25;-0,49
0,745706;-0,03;0,24;-0,49
0,747869;-0,03;0,24;-0,49
0,750767;-0,04;0,23;-0,49
0,752557;-0,05;0,22;-0,48
0,755805;-0,06;0,21;-0,47
0,757498;-0,07;0,20;-0,46
0,760033;-0,07;0,19;-0,45
0,762943;-0,09;0,18;-0,44
0,765526;-0,10;0,17;-0,43
0,768154;-0,11;0,16;-0,43
0,769482;-0,13;0,15;-0,42
0,771711;-0,14;0,14;-0,41
0,773764;-0,15;0,13;-0,40
0,777010;-0,16;0,13;-0,39
0,778329;-0,17;0,12;-0,39
0,780890;-0,18;0,11;-0,38
0,784319;-0,19;0,10;-0,38
0,785116;-0,19;0,10;-0,38
0,788092;-0,19;0,09;-0,37
0,790425;-0,19;0,08;-0,37
0,796028;-0,19;0,07;-0,37
0,796867;-0,19;0,06;-0,37
0,797126;-0,18;0,05;-0,37
0,799749;-0,18;0,04;-0,36
0,807629;-0,16;0,03;-0,36
0,808244;-0,15;0,02;-0,36
0,808454;-0,14;0,01;-0,35
0,808625;-0,13;-0,00;-0,34
0,811561;-0,12;-0,02;-0,34
0,813772;-0,11;-0,03;-0,33
0,816328;-0,09;-0,05;-0,32
0,817653;-0,08;-0,06;-0,31
0,820255;-0,07;-0,07;-0,30
0,823675;-0,06;-0,08;-0,28
0,827179;-0,05;-0,09;-0,27
0,828434;-0,04;-0,10;-0,25
0,829553;-0,04;-0,11;-0,24
0,832261;-0,03;-0,11;-0,22
0,834920;-0,03;-0,12;-0,21
0,836725;-0,03;-0,13;-0,20
0,839995;-0,03;-0,14;-0,18
0,840631;-0,03;-0,15;-0,17
0,844483;-0,03;-0,15;-0,16
0,846608;-0,03;-0,16;-0,14
0,848773;-0,03;-0,17;-0,13
0,851243;-0,03;-0,18;-0,12
0,853165;-0,04;-0,18;-0,11
0,856093;-0,04;-0,19;-0,10
0,858804;-0,04;-0,20;-0,09
0,861038;-0,04;-0,20;-0,08
0,862335;-0,04;-0,21;-0,07
0,864188;-0,05;-0,21;-0,07
0,868820;-0,05;-0,22;-0,06
0,869775;-0,04;-0,23;-0,05
0,871566;-0,04;-0,24;-0,05
0,874358;-0,04;-0,24;-0,04
0,877085;-0,04;-0,25;-0,04
0,879195;-0,03;-0,26;-0,03
0,880297;-0,03;-0,26;-0,03
0,884038;-0,02;-0,27;-0,02
0,885418;-0,02;-0,28;-0,01
0,888728;-0,01;-0,28;-0,01
0,890765;-0,00;-0,29;-0,00
0,896068;0,01;-0,30;0,01
0,896901;0,02;-0,31;0,01
0,897293;0,03;-0,31;0,02
0,899968;0,03;-0,32;0,03
0,909582;0,04;-0,33;0,04
0,910276;0,05;-0,34;0,05
0,910551;0,06;-0,34;0,06
0,910777;0,07;-0,35;0,07
0,910970;0,07;-0,36;0,08
0,913301;0,08;-0,36;0,09
0,916515;0,08;-0,37;0,11
0,918265;0,08;-0,37;0,12
0,920080;0,08;-0,38;0,14
0,924382;0,09;-0,38;0,15
0,926605;0,08;-0,39;0,17
0,927349;0,08;-0,39;0,19
0,930461;0,08;-0,40;0,20
0,932753;0,08;-0,40;0,22
0,935597;0,07;-0,41;0,24
0,938137;0,07;-0,41;0,26
0,939742;0,07;-0,41;0,27
0,942518;0,06;-0,42;0,29
0,943586;0,06;-0,42;0,30
0,946215;0,06;-0,43;0,32
0,948433;0,06;-0,43;0,33
0,950641;0,05;-0,43;0,34
0,953508;0,05;-0,44;0,36
0,956131;0,05;-0,44;0,37
0,957898;0,05;-0,44;0,38
0,960031;0,04;-0,45;0,39
0,963681;0,04;-0,45;0,40
0,965781;0,04;-0,45;0,41
0,967995;0,03;-0,46;0,42
0,968964;0,03;-0,46;0,42
0,972211;0,02;-0,46;0,43
0,976132;0,02;-0,46;0,44
0,976980;0,01;-0,46;0,44
0,979316;0,01;-0,47;0,45
0,981160;0,00;-0,46;0,46
0,985724;-0,00;-0,46;0,46
0,986694;-0,01;-0,46;0,47
0,988218;-0,01;-0,46;0,47
0,994055;-0,02;-0,45;0,47
0,994641;-0,02;-0,45;0,47
0,995914;-0,02;-0,45;0,47
0,997822;-0,03;-0,45;0,47
1,005660;-0,03;-0,45;0,47
1,006236;-0,03;-0,44;0,47
1,006438;-0,03;-0,43;0,47
1,006578;-0,03;-0,42;0,47
1,008652;-0,03;-0,42;0,46
1,011129;-0,03;-0,41;0,46
1,013564;-0,03;-0,40;0,45
1,016379;-0,02;-0,39;0,44
1,017966;-0,01;-0,38;0,44
1,020420;-0,01;-0,37;0,43
1,022678;-0,00;-0,36;0,42
1,024900;0,01;-0,34;0,42
1,027086;0,02;-0,33;0,42
1,030675;0,03;-0,31;0,41
1,032675;0,03;-0,29;0,42
1,034703;0,04;-0,28;0,42
1,038704;0,05;-0,27;0,43
1,039449;0,06;-0,26;0,44
1,042618;0,07;-0,25;0,45
1,044338;0,07;-0,24;0,46
1,046954;0,08;-0,23;0,47
1,049533;0,08;-0,22;0,49
1,051259;0,09;-0,21;0,50
1,053109;0,09;-0,20;0,51
1,055258;0,09;-0,19;0,53
1,058047;0,09;-0,18;0,54
1,060042;0,09;-0,16;0,54
1,062810;0,09;-0,15;0,55
1,067323;0,09;-0,14;0,56
1,068374;0,08;-0,10;0,56
1,070151;0,07;-0,05;0,56
1,072750;0,07;-0,04;0,56
1,074819;0,06;-0,03;0,55
1,076463;0,05;-0,04;0,54
1,079874;0,05;-0,03;0,53
1,082313;0,05;-0,02;0,52
1,084419;0,05;0,00;0,50
1,086709;0,04;0,07;0,49
1,088193;0,04;0,13;0,47
1,091706;0,04;0,16;0,45
1,092915;0,04;0,17;0,43
1,094927;0,04;0,17;0,41
1,098555;0,05;0,18;0,39
1,103894;0,06;0,20;0,36
1,104773;0,06;0,26;0,34
1,105052;0,07;0,29;0,32
1,115438;0,09;0,29;0,30
1,116073;0,10;0,27;0,28
1,116269;0,12;0,26;0,25
1,116424;0,14;0,24;0,23
1,116559;0,16;0,23;0,21
1,118325;0,18;0,25;0,19
1,120279;0,20;0,29;0,18
1,124495;0,22;0,32;0,16
1,126485;0,23;0,32;0,15
1,127875;0,25;0,31;0,13
1,130890;0,27;0,30;0,12
1,134260;0,28;0,28;0,11
1,135396;0,29;0,27;0,10
1,137966;0,30;0,26;0,09
1,139226;0,31;0,26;0,07
1,142044;0,32;0,26;0,06
1,144087;0,32;0,26;0,05
1,147020;0,32;0,30;0,05
1,148779;0,32;0,32;0,04
1,150902;0,32;0,32;0,03
1,154142;0,32;0,31;0,03
1,157110;0,32;0,29;0,02
1,157650;0,32;0,27;0,01
1,161206;0,32;0,25;0,00
1,162641;0,31;0,24;0,00
1,167400;0,31;0,24;-0,00
1,168315;0,30;0,23;-0,01
1,170919;0,30;0,23;-0,01
1,172610;0,30;0,23;-0,01
1,174536;0,30;0,23;-0,01
1,177619;0,28;0,25;-0,01
1,178940;0,27;0,26;-0,01
1,181492;0,25;0,25;-0,00
1,184245;0,24;0,23;0,00
1,186055;0,22;0,21;0,00
1,188613;0,20;0,19;0,00
1,195699;0,18;0,16;0,00
1,196490;0,16;0,13;0,00
1,196757;0,14;0,09;0,00
1,197882;0,12;0,07;0,00
1,208315;0,10;0,04;0,00
1,208888;0,08;0,02;0,00
1,209101;0,06;-0,01;0,00
1,209247;0,03;-0,02;0,01
1,209384;0,02;-0,04;0,00
1,211805;-0,01;-0,06;0,01
1,214015;-0,02;-0,07;0,01
1,216106;-0,04;-0,08;0,01
1,219650;-0,06;-0,09;0,01
1,220859;-0,07;-0,10;0,02
1,223755;-0,09;-0,11;0,02
1,225974;-0,11;-0,11;0,02
1,228479;-0,12;-0,12;0,02
1,231588;-0,14;-0,13;0,03
1,233547;-0,15;-0,15;0,03
1,235044;-0,17;-0,16;0,03
1,237525;-0,18;-0,17;0,03
1,240808;-0,20;-0,18;0,03
1,241734;-0,21;-0,20;0,04
1,244948;-0,22;-0,22;0,04
1,247276;-0,23;-0,23;0,04
1,250008;-0,23;-0,24;0,04
1,250807;-0,24;-0,26;0,05
1,254426;-0,25;-0,28;0,05
1,256386;-0,26;-0,29;0,05
1,259101;-0,26;-0,31;0,05
1,261181;-0,26;-0,32;0,05
1,264082;-0,27;-0,32;0,05
1,266266;-0,27;-0,31;0,06
1,267942;-0,28;-0,30;0,06
1,270604;-0,28;-0,31;0,07
1,275122;-0,29;-0,33;0,07
1,276297;-0,29;-0,36;0,07
1,276883;-0,30;-0,37;0,07
1,279153;-0,30;-0,37;0,08
1,281871;-0,31;-0,36;0,08
1,284082;-0,32;-0,37;0,08
1,286867;-0,32;-0,40;0,09
1,289997;-0,33;-0,42;0,09
1,292510;-0,33;-0,45;0,09
1,293303;-0,34;-0,44;0,10
1,295655;-0,34;-0,44;0,10
1,298718;-0,34;-0,46;0,10
1,304661;-0,35;-0,48;0,09
1,305511;-0,35;-0,50;0,09
1,305851;-0,34;-0,51;0,09
1,307191;-0,34;-0,52;0,08
1,309899;-0,34;-0,50;0,07
1,312298;-0,33;-0,49;0,07
1,315048;-0,33;-0,50;0,06
1,318954;-0,33;-0,51;0,05
1,319630;-0,32;-0,52;0,04
1,321586;-0,31;-0,53;0,03
1,323826;-0,31;-0,52;0,02
1,325605;-0,31;-0,50;0,01
1,328022;-0,30;-0,49;0,00
1,331141;-0,30;-0,49;-0,01
1,334108;-0,29;-0,50;-0,01
1,334919;-0,29;-0,51;-0,02
1,338306;-0,28;-0,51;-0,03
1,341277;-0,28;-0,48;-0,04
1,342146;-0,28;-0,46;-0,05
1,344343;-0,29;-0,45;-0,05
1,346613;-0,29;-0,46;-0,06
1,349325;-0,29;-0,47;-0,06
1,351123;-0,29;-0,48;-0,06
1,353563;-0,30;-0,49;-0,07
1,356377;-0,30;-0,50;-0,07
1,358283;-0,30;-0,50;-0,07
1,360650;-0,31;-0,50;-0,07
1,362987;-0,31;-0,50;-0,08
1,365227;-0,31;-0,49;-0,08
1,367615;-0,31;-0,49;-0,08
1,369944;-0,31;-0,49;-0,08
1,373146;-0,31;-0,48;-0,08
1,374893;-0,30;-0,48;-0,08
1,377080;-0,30;-0,47;-0,09
1,379678;-0,29;-0,46;-0,10
1,381443;-0,28;-0,46;-0,10
1,384265;-0,28;-0,45;-0,11
1,387340;-0,26;-0,44;-0,12
1,389606;-0,25;-0,42;-0,13
1,392595;-0,24;-0,41;-0,14
1,393561;-0,22;-0,39;-0,15
1,396804;-0,21;-0,38;-0,16
1,402543;-0,20;-0,36;-0,17
1,403317;-0,18;-0,35;-0,19
1,403700;-0,16;-0,33;-0,20
1,405093;-0,15;-0,32;-0,21
1,414754;-0,14;-0,30;-0,22
1,415621;-0,12;-0,28;-0,22
1,415871;-0,11;-0,26;-0,23
1,416098;-0,10;-0,25;-0,24
1,416992;-0,09;-0,23;-0,24
1,419185;-0,09;-0,22;-0,24
1,421306;-0,08;-0,21;-0,24
1,423586;-0,08;-0,20;-0,24
1,425908;-0,08;-0,19;-0,23
1,428439;-0,08;-0,18;-0,23
1,431456;-0,08;-0,18;-0,22
1,432990;-0,08;-0,17;-0,21
1,435423;-0,08;-0,17;-0,20
1,437096;-0,09;-0,16;-0,19
1,440062;-0,09;-0,15;-0,18
1,441659;-0,10;-0,15;-0,17
1,445358;-0,10;-0,14;-0,16
1,449037;-0,11;-0,14;-0,15
1,449910;-0,12;-0,14;-0,14
1,451634;-0,12;-0,13;-0,13
1,453775;-0,13;-0,13;-0,12
1,456557;-0,13;-0,12;-0,10
1,458791;-0,14;-0,12;-0,09
1,461410;-0,15;-0,11;-0,08
1,464356;-0,15;-0,11;-0,07
1,466976;-0,16;-0,10;-0,06
1,469319;-0,16;-0,09;-0,05
1,471083;-0,16;-0,08;-0,04
1,473822;-0,17;-0,08;-0,03
1,474556;-0,17;-0,08;-0,03
1,477164;-0,18;-0,07;-0,02
1,479227;-0,18;-0,07;-0,02
1,482187;-0,17;-0,07;-0,02
1,485504;-0,18;-0,06;-0,02
1,486126;-0,18;-0,06;-0,03
1,489020;-0,18;-0,05;-0,03
1,494749;-0,17;-0,05;-0,04
1,495813;-0,16;-0,05;-0,04
1,496586;-0,16;-0,04;-0,05
1,506156;-0,16;-0,04;-0,06
1,506804;-0,16;-0,04;-0,07
1,507064;-0,15;-0,03;-0,08
1,507281;-0,14;-0,02;-0,09
1,507594;-0,13;-0,02;-0,10
1,510050;-0,13;-0,01;-0,10
1,513220;-0,12;-0,01;-0,11
1,515152;-0,12;-0,00;-0,11
1,516697;-0,12;0,01;-0,11
1,518919;-0,12;0,01;-0,12
1,521940;-0,12;0,02;-0,11
1,524774;-0,12;0,03;-0,11
1,525773;-0,12;0,04;-0,11
1,530251;-0,12;0,05;-0,10
1,530807;-0,13;0,06;-0,10
1,533285;-0,13;0,07;-0,09
1,535454;-0,14;0,08;-0,08
1,537724;-0,14;0,09;-0,08
1,540572;-0,14;0,10;-0,07
1,541664;-0,15;0,11;-0,06
1,544772;-0,16;0,11;-0,05
1,548400;-0,16;0,12;-0,05
1,549177;-0,16;0,13;-0,04
1,552612;-0,17;0,14;-0,04
1,554980;-0,17;0,15;-0,03
1,557287;-0,18;0,16;-0,03
1,558502;-0,18;0,16;-0,03
1,561044;-0,18;0,17;-0,03
1,564606;-0,18;0,17;-0,03
1,566341;-0,18;0,18;-0,03
1,568401;-0,18;0,19;-0,03
1,571779;-0,18;0,19;-0,03
1,574186;-0,18;0,19;-0,03
1,574966;-0,19;0,20;-0,04
1,577589;-0,19;0,20;-0,04
1,580547;-0,19;0,20;-0,04
1,582530;-0,18;0,21;-0,04
1,585417;-0,18;0,22;-0,04
1,586675;-0,18;0,22;-0,04
1,590255;-0,18;0,23;-0,03
1,591094;-0,18;0,24;-0,03
1,593666;-0,19;0,25;-0,03
1,596096;-0,19;0,25;-0,02
1,601453;-0,19;0,27;-0,02
1,602290;-0,19;0,27;-0,02
1,602709;-0,19;0,28;-0,02
1,617516;-0,19;0,29;-0,01
1,618367;-0,20;0,30;-0,01
1,618663;-0,21;0,31;-0,01
1,618894;-0,21;0,32;-0,01
1,619113;-0,22;0,32;-0,02
1,619337;-0,22;0,33;-0,02
1,619620;-0,23;0,34;-0,03
1,622324;-0,23;0,36;-0,04
1,624365;-0,24;0,37;-0,04
1,626793;-0,24;0,38;-0,05
1,629225;-0,25;0,38;-0,07
1,631603;-0,25;0,38;-0,08
1,633701;-0,26;0,38;-0,10
1,636201;-0,26;0,39;-0,11
1,640053;-0,26;0,40;-0,13
1,640958;-0,26;0,40;-0,15
1,642723;-0,26;0,41;-0,17
1,645215;-0,25;0,41;-0,20
1,647560;-0,25;0,41;-0,22
1,649567;-0,24;0,40;-0,24
1,651438;-0,24;0,40;-0,26
1,656138;-0,24;0,39;-0,27
1,656885;-0,23;0,39;-0,29
1,658697;-0,22;0,38;-0,30
1,662228;-0,21;0,38;-0,32
1,664897;-0,20;0,37;-0,33
1,665638;-0,20;0,36;-0,34
1,669196;-0,20;0,35;-0,35
1,673536;-0,19;0,35;-0,36
1,674378;-0,19;0,34;-0,37
1,675245;-0,19;0,34;-0,37
1,677471;-0,19;0,33;-0,37
1,680562;-0,19;0,32;-0,37
1,681807;-0,19;0,31;-0,36
1,684780;-0,20;0,30;-0,36
1,686921;-0,20;0,29;-0,34
1,690388;-0,21;0,28;-0,33
1,691319;-0,22;0,28;-0,32
1,695149;-0,23;0,27;-0,30
1,696976;-0,24;0,25;-0,28
1,702345;-0,25;0,24;-0,27
1,703308;-0,26;0,23;-0,25
1,703809;-0,27;0,22;-0,24
1,717417;-0,28;0,21;-0,22
1,718299;-0,29;0,19;-0,21
1,718571;-0,30;0,18;-0,20
1,718789;-0,31;0,17;-0,19
1,718972;-0,32;0,16;-0,18
1,719166;-0,32;0,15;-0,17
1,719606;-0,33;0,14;-0,17
1,722027;-0,33;0,13;-0,17
1,724280;-0,33;0,13;-0,17
1,726143;-0,34;0,12;-0,17
1,729440;-0,34;0,12;-0,17
1,731419;-0,34;0,12;-0,17
1,733271;-0,34;0,11;-0,17
1,736868;-0,34;0,11;-0,18
1,740329;-0,34;0,11;-0,18
1,741151;-0,33;0,12;-0,18
1,743097;-0,33;0,12;-0,18
1,745831;-0,33;0,11;-0,17
1,748434;-0,33;0,11;-0,16
1,749967;-0,33;0,10;-0,15
1,752212;-0,34;0,10;-0,14
