time;wx (rad/s);wy (rad/s);wz (rad/s)
6,421404;0,04;0,07;0,01
6,423313;0,04;0,06;0,01
6,426667;0,04;0,04;0,01
6,428936;0,03;0,03;0,00
6,431308;0,03;0,02;-0,00
6,432093;0,03;0,00;-0,00
6,435627;0,02;-0,02;-0,01
6,437113;0,01;-0,03;-0,01
6,439745;-0,01;-0,05;-0,02
6,441908;-0,02;-0,05;-0,02
6,444399;-0,02;-0,04;-0,02
6,447025;-0,03;-0,02;-0,02
6,449538;-0,03;0,00;-0,02
6,451948;-0,03;0,01;-0,01
6,454957;-0,03;0,02;-0,02
6,455805;-0,03;0,01;-0,02
6,458027;-0,03;0,01;-0,02
6,461073;-0,03;0,01;-0,03
6,463889;-0,03;0,00;-0,04
6,465813;-0,03;-0,01;-0,05
6,467991;-0,02;-0,01;-0,06
6,470894;-0,03;-0,01;-0,08
6,473060;-0,02;-0,01;-0,09
6,475603;-0,02;-0,01;-0,10
6,477468;-0,03;-0,01;-0,11
6,479059;-0,02;0,00;-0,13
6,481331;-0,02;0,01;-0,13
6,483993;-0,02;0,02;-0,14
6,487138;-0,02;0,04;-0,15
6,494031;-0,02;0,05;-0,15
6,495144;-0,02;0,06;-0,16
6,495743;-0,02;0,07;-0,16
6,496262;-0,02;0,07;-0,17
6,497470;-0,02;0,08;-0,17
6,500402;-0,02;0,09;-0,17
6,508792;-0,01;0,10;-0,17
6,509492;-0,01;0,11;-0,18
6,509693;-0,01;0,12;-0,18
6,509834;0,00;0,12;-0,18
6,512360;0,00;0,13;-0,18
6,513981;0,01;0,13;-0,18
6,516969;0,01;0,13;-0,19
6,518750;0,02;0,13;-0,19
6,520996;0,03;0,14;-0,19
6,523975;0,03;0,14;-0,19
6,526771;0,03;0,13;-0,19
6,529091;0,04;0,13;-0,19
6,530566;0,05;0,13;-0,19
6,533941;0,05;0,13;-0,19
6,535759;0,05;0,13;-0,19
6,537992;0,06;0,13;-0,19
6,539305;0,06;0,13;-0,18
6,542254;0,06;0,12;-0,18
6,545642;0,07;0,12;-0,18
6,547729;0,07;0,11;-0,17
6,549018;0,07;0,10;-0,17
6,552754;0,07;0,10;-0,16
6,554814;0,08;0,09;-0,15
6,556632;0,08;0,08;-0,15
6,558328;0,09;0,07;-0,14
6,561626;0,09;0,06;-0,14
6,563698;0,09;0,05;-0,13
6,566112;0,09;0,04;-0,12
6,568530;0,10;0,03;-0,12
6,570519;0,10;0,02;-0,11
6,572646;0,10;0,01;-0,10
6,575649;0,09;0,00;-0,09
6,577442;0,09;-0,01;-0,08
6,579779;0,08;-0,01;-0,07
6,581683;0,07;-0,02;-0,06
6,584022;0,07;-0,02;-0,04
6,587744;0,06;-0,01;-0,03
6,588724;0,05;-0,01;-0,02
6,590903;0,04;-0,00;-0,01
6,594087;0,03;-0,00;-0,01
6,599756;0,02;0,00;-0,00
6,600625;0,01;0,01;0,00
6,600947;-0,00;0,01;0,00
6,603628;-0,01;0,01;0,00
6,614153;-0,02;0,01;0,00
6,614934;-0,02;0,01;0,00
6,615217;-0,02;0,01;-0,00
6,615522;-0,03;0,01;-0,00
6,615742;-0,03;0,01;-0,01
6,617545;-0,03;0,00;-0,01
6,619544;-0,04;0,00;-0,01
6,621268;-0,04;-0,00;-0,02
6,624655;-0,04;-0,00;-0,02
6,625900;-0,04;-0,01;-0,03
6,628500;-0,04;-0,01;-0,03
6,630468;-0,04;-0,01;-0,04
6,632531;-0,03;-0,02;-0,05
6,635415;-0,03;-0,02;-0,05
6,638651;-0,03;-0,03;-0,06
6,639903;-0,03;-0,03;-0,07
6,643590;-0,03;-0,04;-0,07
6,645665;-0,02;-0,04;-0,08
6,647109;-0,02;-0,05;-0,09
6,649158;-0,02;-0,06;-0,09
6,652808;-0,01;-0,06;-0,10
6,654337;-0,01;-0,07;-0,10
6,656546;-0,00;-0,08;-0,10
6,658914;0,00;-0,08;-0,11
6,661800;-0,00;-0,08;-0,11
6,664141;0,00;-0,09;-0,11
6,666521;-0,00;-0,08;-0,10
6,668010;-0,00;-0,08;-0,10
6,670109;-0,00;-0,07;-0,09
6,672263;-0,01;-0,07;-0,09
6,674972;-0,01;-0,06;-0,08
6,678893;-0,02;-0,05;-0,08
6,679727;-0,02;-0,04;-0,08
6,682107;-0,02;-0,03;-0,07
6,684119;-0,02;-0,02;-0,07
6,687961;-0,02;-0,01;-0,06
6,688857;-0,03;-0,01;-0,06
6,692249;-0,03;-0,01;-0,06
6,694465;-0,03;-0,01;-0,05
6,699113;-0,02;-0,01;-0,05
6,699979;-0,02;-0,02;-0,05
6,703800;-0,01;-0,02;-0,04
6,704626;-0,00;-0,03;-0,04
6,712405;-0,00;-0,04;-0,03
6,712957;0,00;-0,05;-0,02
6,713137;0,01;-0,06;-0,01
6,713308;0,01;-0,07;-0,00
6,714532;0,01;-0,08;0,01
6,717072;0,02;-0,09;0,02
6,719682;0,02;-0,09;0,03
6,721302;0,02;-0,10;0,04
6,724109;0,02;-0,10;0,05
6,726466;0,02;-0,10;0,06
6,728690;0,02;-0,11;0,06
6,731325;0,02;-0,11;0,07
6,733170;0,02;-0,11;0,07
6,736461;0,02;-0,11;0,08
6,738581;0,02;-0,11;0,08
6,740254;0,01;-0,11;0,08
6,742294;0,01;-0,11;0,09
6,745270;0,01;-0,11;0,09
6,747039;0,01;-0,11;0,09
6,750229;0,00;-0,11;0,09
6,752200;0,00;-0,11;0,09
6,754072;-0,00;-0,10;0,09
6,756967;-0,00;-0,10;0,09
6,759350;-0,01;-0,09;0,09
6,762883;-0,01;-0,09;0,09
6,763794;-0,01;-0,09;0,09
6,765716;-0,01;-0,08;0,09
6,767939;-0,01;-0,08;0,09
6,770093;-0,01;-0,07;0,08
6,772498;-0,01;-0,07;0,08
6,775230;-0,01;-0,07;0,07
6,777900;-0,01;-0,06;0,07
6,780415;-0,01;-0,06;0,06
6,782960;-0,01;-0,06;0,06
6,784183;-0,00;-0,05;0,05
6,789763;-0,00;-0,06;0,04
6,790653;-0,00;-0,06;0,04
6,791999;-0,00;-0,06;0,04
6,793747;0,00;-0,06;0,03
6,803737;0,00;-0,06;0,03
6,804457;0,00;-0,06;0,03
6,804748;0,00;-0,06;0,02
6,804978;0,00;-0,06;0,02
6,805162;0,01;-0,06;0,02
6,807721;0,01;-0,06;0,01
6,810564;0,01;-0,06;0,01
6,812223;0,01;-0,06;0,01
6,815198;0,01;-0,06;0,01
6,817117;0,01;-0,06;0,00
6,820568;0,01;-0,06;0,00
6,822380;0,01;-0,06;0,00
6,825245;0,01;-0,06;0,00
6,827528;0,01;-0,06;0,00
6,829924;0,01;-0,05;0,00
6,831057;0,00;-0,04;0,01
6,832859;-0,00;-0,03;0,01
6,836251;-0,01;-0,01;0,01
6,837784;-0,01;0,00;0,01
6,841394;-0,01;0,01;0,01
6,843054;-0,02;0,03;0,02
6,845463;-0,02;0,04;0,02
6,847188;-0,03;0,05;0,02
6,850292;-0,03;0,06;0,02
6,852233;-0,03;0,07;0,02
6,854516;-0,04;0,07;0,02
6,857756;-0,04;0,07;0,03
6,859557;-0,05;0,07;0,03
6,862084;-0,05;0,08;0,03
6,863313;-0,04;0,07;0,03
6,866035;-0,04;0,07;0,03
6,868819;-0,04;0,06;0,03
6,870610;-0,04;0,06;0,03
6,872939;-0,03;0,05;0,03
6,875939;-0,03;0,04;0,03
6,879007;-0,02;0,03;0,03
6,880024;-0,02;0,02;0,03
6,882857;-0,01;0,01;0,02
6,885203;-0,01;0,00;0,02
6,887171;-0,00;-0,01;0,02
6,889593;0,00;-0,02;0,02
6,891831;0,01;-0,03;0,01
6,895758;0,01;-0,04;0,01
6,896433;0,02;-0,05;0,01
6,898258;0,02;-0,06;0,01
6,900832;0,02;-0,06;0,01
6,907073;0,02;-0,06;0,01
6,907679;0,01;-0,06;0,01
6,907835;0,01;-0,06;0,01
6,910503;0,00;-0,05;0,01
6,912221;-0,00;-0,05;0,01
6,914900;-0,01;-0,04;0,02
6,916761;-0,01;-0,03;0,02
6,919482;-0,02;-0,02;0,02
6,921467;-0,03;-0,01;0,02
6,923949;-0,04;0,00;0,02
6,926060;-0,04;0,01;0,03
6,928608;-0,05;0,02;0,03
6,930785;-0,05;0,03;0,03
6,932765;-0,05;0,04;0,03
6,935458;-0,05;0,05;0,03
6,937747;-0,05;0,05;0,03
6,940255;-0,05;0,05;0,03
6,942629;-0,05;0,05;0,03
6,944898;-0,04;0,05;0,02
6,947155;-0,04;0,05;0,02
6,949513;-0,03;0,04;0,02
6,951866;-0,02;0,04;0,02
6,954371;-0,01;0,03;0,02
6,956335;-0,01;0,02;0,01
6,959310;0,00;0,01;0,01
6,960957;0,01;0,01;0,01
6,963755;0,01;-0,00;0,01
6,965758;0,02;-0,01;0,00
6,968432;0,03;-0,01;0,00
6,970509;0,03;-0,02;0,00
6,972353;0,03;-0,02;0,00
6,975097;0,04;-0,03;-0,00
6,977483;0,04;-0,03;-0,00
6,979999;0,04;-0,04;-0,00
6,981973;0,04;-0,04;0,00
6,984907;0,04;-0,04;0,00
6,986744;0,04;-0,04;0,00
6,989287;0,04;-0,04;0,00
6,991326;0,04;-0,04;0,00
6,993653;0,03;-0,04;0,00
6,996030;0,04;-0,04;0,00
6,998604;0,03;-0,04;0,00
7,000740;0,03;-0,05;-0,00
7,003769;0,03;-0,05;-0,00
7,005814;0,03;-0,05;-0,01
7,008075;0,04;-0,06;-0,01
7,019270;0,04;-0,07;-0,01
7,020186;0,04;-0,08;-0,01
7,020498;0,05;-0,09;-0,01
7,020725;0,05;-0,10;-0,01
7,020914;0,05;-0,12;-0,01
7,022716;0,06;-0,13;-0,01
7,024881;0,06;-0,15;-0,01
7,028107;0,06;-0,16;-0,00
7,028769;0,06;-0,17;0,00
7,031119;0,07;-0,18;0,01
7,034940;0,07;-0,19;0,01
7,037138;0,07;-0,19;0,01
7,037969;0,07;-0,20;0,02
7,041471;0,07;-0,20;0,02
7,044764;0,07;-0,21;0,02
7,045549;0,07;-0,21;0,03
7,047788;0,07;-0,21;0,03
7,050089;0,07;-0,21;0,04
7,052949;0,06;-0,21;0,04
7,054392;0,06;-0,21;0,04
7,057418;0,06;-0,21;0,05
7,058983;0,06;-0,20;0,05
7,061951;0,06;-0,20;0,06
7,064539;0,05;-0,19;0,06
7,067145;0,05;-0,19;0,06
7,069642;0,06;-0,19;0,06
7,071551;0,06;-0,19;0,06
7,073504;0,06;-0,19;0,06
7,075912;0,06;-0,19;0,06
7,078496;0,06;-0,19;0,06
7,081291;0,06;-0,19;0,06
7,083962;0,06;-0,20;0,06
7,086183;0,07;-0,20;0,06
7,087069;0,07;-0,20;0,06
7,089332;0,06;-0,21;0,06
7,091748;0,06;-0,21;0,07
7,094616;0,07;-0,20;0,07
7,097931;0,06;-0,20;0,07
7,098642;0,06;-0,19;0,08
7,106696;0,07;-0,19;0,08
7,107653;0,06;-0,18;0,08
7,108246;0,07;-0,18;0,09
7,108575;0,07;-0,18;0,09
7,122994;0,07;-0,17;0,09
7,123932;0,07;-0,17;0,10
7,124222;0,07;-0,17;0,10
7,124446;0,08;-0,17;0,11
7,124630;0,08;-0,16;0,11
7,124832;0,08;-0,15;0,12
7,125035;0,05;-0,11;0,13
7,128062;0,00;-0,01;0,13
7,129124;-0,06;0,10;0,13
7,131553;-0,12;0,20;0,11
7,134029;-0,16;0,26;0,09
7,136159;-0,18;0,29;0,06
7,139155;-0,19;0,31;0,03
7,141347;-0,19;0,32;0,00
7,143127;-0,17;0,32;-0,02
7,145330;-0,16;0,32;-0,05
7,147535;-0,15;0,31;-0,07
7,149689;-0,13;0,29;-0,08
7,152276;-0,12;0,25;-0,09
7,154229;-0,10;0,20;-0,10
7,156889;-0,07;0,14;-0,11
7,159955;-0,05;0,08;-0,12
7,161790;-0,02;0,01;-0,12
7,163921;0,01;-0,07;-0,13
7,166165;0,05;-0,14;-0,13
7,168327;0,08;-0,20;-0,13
7,170999;0,11;-0,25;-0,12
7,172689;0,13;-0,30;-0,12
7,175906;0,15;-0,34;-0,11
7,177726;0,17;-0,38;-0,10
7,180323;0,19;-0,41;-0,09
7,182418;0,20;-0,44;-0,07
7,185031;0,21;-0,46;-0,06
7,187065;0,21;-0,46;-0,05
7,189465;0,21;-0,46;-0,03
7,193445;0,20;-0,44;-0,02
7,193958;0,19;-0,42;-0,01
7,196789;0,17;-0,38;0,01
7,198655;0,15;-0,34;0,01
7,202907;0,13;-0,29;0,02
7,204116;0,11;-0,24;0,02
7,206086;0,08;-0,19;0,03
7,208478;0,05;-0,12;0,03
7,213952;0,03;-0,06;0,03
7,214431;-0,00;0,00;0,04
7,215507;-0,03;0,06;0,04
7,217911;-0,05;0,12;0,05
